StimeSec,isrushhour,isnight,SLONCOL,SLATCOL,ELONCOL,ELATCOL,dtdis,distance,interval
80562,0,0,63,15,59,17,4.47213595499958,4163.502136243293,832
81402,0,0,59,17,45,20,14.317821063276353,11718.636980112124,1111
82543,0,0,45,20,35,24,10.770329614269007,6466.087999256463,896
83472,0,1,35,24,33,20,4.47213595499958,3361.733768469827,532
84012,0,1,33,20,29,31,11.704699910719626,12701.956468290404,1568
865,0,1,57,17,67,20,10.44030650891055,7582.715901495262,1312
4164,0,1,76,22,72,40,18.439088914585774,12360.729443763486,1215
24303,0,0,69,21,56,37,20.615528128088304,17550.01348254034,2159
26582,1,0,57,36,62,26,11.180339887498949,9335.766884770446,1172
44686,0,0,69,21,72,31,10.44030650891055,6432.924213354699,1362
46063,0,0,72,31,72,22,9.0,5017.086803819052,1052
47547,0,0,73,26,74,22,4.123105625617661,2508.1131862388197,446
48090,0,0,73,21,32,29,41.773197148410844,27533.997648997272,3887
52006,0,0,32,29,32,7,22.0,13036.112843291196,3290
55305,0,0,32,7,35,17,10.44030650891055,6132.818887588339,1576
56896,0,0,35,17,33,18,2.23606797749979,4903.544807679556,1048
57950,0,0,33,18,36,17,3.1622776601683795,2400.4270495065352,649
58614,0,0,36,17,46,26,13.45362404707371,10044.131501482938,1453
60082,0,0,46,26,52,22,7.211102550927978,5222.322173597964,1211
62154,0,0,58,18,53,23,7.0710678118654755,6402.111827211729,1334
63503,0,0,53,23,63,15,12.806248474865697,8585.75674878732,980
69066,1,0,74,22,73,21,1.4142135623730951,12962.252119048211,3906
77055,0,0,74,21,77,38,17.26267650163207,11194.413645758776,1315
78385,0,0,77,38,75,21,17.11724276862369,10262.77857192237,1694
81255,0,0,65,16,66,20,4.123105625617661,4065.683404403383,927
82197,0,0,66,20,74,19,8.06225774829855,5201.724416313567,872
83145,0,1,74,19,59,16,15.297058540778355,11071.404350757852,1296
179,0,1,28,11,63,15,35.22782990761707,48078.57899405751,5119
5319,0,1,63,15,67,19,5.656854249492381,4996.728691281525,1759
7098,0,1,67,19,78,33,17.804493814764857,11248.70301061326,1562
27125,1,0,72,21,85,26,13.92838827718412,7466.697662422431,1049
28175,1,0,85,26,65,20,20.8806130178211,12301.673285208526,1941
30125,1,0,65,20,56,20,9.0,5922.004534463302,757
30905,1,0,56,20,60,22,4.47213595499958,2527.89214212192,797
32375,1,0,61,23,65,22,4.123105625617661,2114.942840760787,728
33125,0,0,65,22,72,22,7.0,3620.719937240037,941
36598,0,0,77,21,72,23,5.385164807134504,4931.38222903408,845
39795,0,0,78,23,74,19,5.656854249492381,4311.038468223496,821
40706,0,0,75,19,74,20,1.4142135623730951,37541.954570992886,2820
43553,0,0,74,19,73,21,2.23606797749979,1157.8669445443984,243
43857,0,0,72,21,79,26,8.602325267042627,20417.058288195287,2563
46437,0,0,78,26,56,36,24.166091947189145,14699.58837613072,1499
48176,0,0,56,37,64,42,9.433981132056603,7389.646109476823,1352
49552,0,0,64,42,66,22,20.09975124224178,12840.57099640266,1964
51532,0,0,66,22,67,22,1.0,4749.89390899161,966
52522,0,0,67,22,52,20,15.132745950421556,10766.877421480776,1443
53991,0,0,52,20,61,21,9.055385138137417,5828.592561910965,675
54892,0,0,61,21,72,22,11.045361017187261,5638.075719174665,990
56002,0,0,72,22,75,22,3.0,3191.23526689912,1145
57173,0,0,75,22,74,35,13.038404810405298,6701.818168568165,1162
58342,0,0,74,35,74,37,2.0,2066.9534366559446,667
59032,0,0,74,37,78,37,4.0,7286.534810665523,1601
60652,0,0,78,37,64,46,16.64331697709324,12094.605036473591,2747
63421,0,0,64,46,74,22,26.0,16303.195226484237,2940
66375,1,0,74,22,76,32,10.198039027185569,11974.37235067586,2971
69361,1,0,75,32,76,29,3.1622776601683795,4155.118301668439,655
70021,1,0,76,29,73,23,6.708203932499369,4653.257129275148,607
70651,1,0,73,23,76,28,5.830951894845301,3664.800970514541,779
71431,1,0,76,28,77,29,1.4142135623730951,1268.30613652043,355
71791,1,0,77,29,80,36,7.615773105863909,4439.266922236428,880
72691,0,0,80,36,75,22,14.866068747318506,10438.72946576535,1039
73741,0,0,75,22,71,26,5.656854249492381,5505.380300496813,781
76261,0,0,76,21,73,36,15.297058540778355,14868.260388922006,1556
77851,0,0,73,36,74,19,17.029386365926403,10414.954698629896,1411
79441,0,0,74,20,90,43,28.0178514522438,34567.142704368045,1783
81242,0,0,90,43,74,26,23.345235059857504,14690.194849646554,1364
82621,0,0,74,26,73,37,11.045361017187261,7870.043281289618,1064
83702,0,1,73,37,78,37,5.0,3183.766122925413,575
13,0,1,13,39,36,18,31.144823004794873,23688.66231700552,2628
2644,0,1,36,18,34,15,3.605551275463989,40524.92384812094,6987
9638,0,1,34,15,58,25,26.0,54516.25257335211,4538
14198,0,1,58,25,71,25,13.0,9901.616589273586,1410
15637,0,1,71,25,60,34,14.212670403551895,8060.12154621607,564
28861,1,0,29,28,39,24,10.770329614269007,7552.121135490058,1680
30570,1,0,39,24,60,24,21.0,17958.026135491804,1784
32370,1,0,60,24,39,19,21.587033144922902,14089.754301269231,2010
34441,0,0,39,19,35,18,4.123105625617661,21313.203426407967,2988
37441,0,0,35,18,40,20,5.385164807134504,4803.020703532568,1077
38521,0,0,40,20,40,21,1.0,1800.5524694586384,605
39151,0,0,40,21,43,22,3.1622776601683795,3723.213852019944,836
39991,0,0,43,22,54,24,11.180339887498949,9544.968755529704,1058
41071,0,0,54,24,69,21,15.297058540778355,19848.763490687445,3630
48743,0,0,59,24,58,18,6.082762530298219,5489.498063095084,780
49543,0,0,58,18,53,19,5.0990195135927845,3464.9392635510103,569
50203,0,0,53,19,40,21,13.152946437965905,8461.41318292141,1343
51553,0,0,40,21,40,28,7.0,7900.816153311352,910
52482,0,0,40,28,38,25,3.605551275463989,9310.303490374985,2347
54852,0,0,38,25,31,18,9.899494936611665,6800.566598469484,799
55662,0,0,31,18,32,24,6.082762530298219,3072.695469210041,528
56203,0,0,32,24,34,17,7.280109889280518,7463.449609633079,1000
57253,0,0,34,17,25,31,16.64331697709324,9005.757593446524,1049
58324,0,0,25,31,25,30,1.0,1372.1931354009832,359
58692,0,0,25,30,36,16,17.804493814764857,10850.092096358258,1486
60193,0,0,36,16,45,20,9.848857801796104,6749.114420528658,832
61693,0,0,43,22,41,28,6.324555320336759,3993.921696383088,600
62323,0,0,41,28,35,18,11.661903789690601,8710.25569126388,1726
64063,0,0,35,18,32,19,3.1622776601683795,1632.6668153211608,437
64513,0,0,32,19,29,29,10.44030650891055,5707.269113608008,1689
66253,1,0,29,29,33,16,13.601470508735444,8603.817050916854,2319
68597,1,0,33,16,33,20,4.0,2222.4922275826307,450
69059,1,0,33,20,37,17,5.0,2946.458036343988,659
69738,1,0,37,17,35,22,5.385164807134504,3794.236178674135,728
70998,1,0,33,21,36,17,5.0,3662.7093486706895,906
72558,0,0,48,18,36,11,13.892443989449804,9943.51338997222,1156
73728,0,0,36,11,32,19,8.94427190999916,5845.436572120152,1160
74898,0,0,32,19,36,22,5.0,4227.394519287124,974
75888,0,0,36,22,21,38,21.93171219946131,14439.648180689985,1850
77748,0,0,21,38,34,19,23.021728866442675,13343.565019973408,1136
78888,0,0,34,19,35,16,3.1622776601683795,1703.2175909833131,359
79248,0,0,35,16,32,15,3.1622776601683795,1538.813486648527,474
79728,0,0,32,15,35,18,4.242640687119285,2467.1975029665573,700
80448,0,0,35,18,43,20,8.246211251235321,6123.130535680667,603
81078,0,0,43,20,54,19,11.045361017187261,7192.213245450053,710
81798,0,0,54,19,40,31,18.439088914585774,23577.97230282257,1859
83659,0,1,40,31,27,30,13.038404810405298,8253.019707407397,951
25505,1,0,54,21,11,40,47.01063709417264,29634.23283379094,2956
28477,1,0,11,40,36,20,32.01562118716424,16984.060381527845,2415
30931,1,0,36,19,14,44,33.301651610693426,23161.38748811037,2438
62454,0,0,39,20,34,14,7.810249675906654,18753.39247736136,2923
65392,1,0,34,14,33,21,7.0710678118654755,9766.07943751012,2142
68271,1,0,35,18,37,23,5.385164807134504,3249.4289537832324,651
68937,1,0,37,23,43,20,6.708203932499369,4831.904596226011,1175
70128,1,0,43,20,25,30,20.591260281974,12992.9751574149,1399
71543,1,0,25,30,45,26,20.396078054371138,15350.416193258838,2011
73570,0,0,45,26,33,20,13.416407864998739,7664.122395998003,1167
74776,0,0,33,20,34,18,2.23606797749979,2462.758105375457,528
75313,0,0,34,18,43,32,16.64331697709324,10973.32443916447,1818
77146,0,0,43,32,15,74,50.47771785649585,39216.638210984944,3549
80707,0,0,15,74,55,38,53.81449618829484,43828.33984920306,4679
85403,0,1,55,38,53,44,6.324555320336759,6544.055661471342,994
11,0,1,53,20,63,18,10.198039027185569,7422.454027591564,691
703,0,1,64,17,65,16,1.4142135623730951,2529.4520340925765,519
1241,0,1,65,16,76,22,12.529964086141668,7652.931311058671,1205
7402,0,1,68,21,73,26,7.0710678118654755,12930.015100140545,2699
25088,0,0,74,19,74,19,0.0,8197.557368827696,1568
26678,1,0,74,19,37,42,43.56604182158393,30764.069901281862,4130
30819,1,0,37,42,54,20,27.80287754891569,24957.372414905625,2588
33765,0,0,56,20,55,20,1.0,4532.875546651246,1122
34905,0,0,55,20,60,23,5.830951894845301,9945.80732253252,576
35715,0,0,64,23,60,20,5.0,6323.883067881752,929
36644,0,0,60,20,73,22,13.152946437965905,10826.897146186622,1390
38055,0,0,73,22,72,21,1.4142135623730951,1580.082285074384,549
38624,0,0,72,21,53,23,19.1049731745428,12704.563397563526,1135
39765,0,0,53,23,54,20,3.1622776601683795,3013.9983850014987,486
40275,0,0,54,20,68,23,14.317821063276353,7341.900862551165,804
41895,0,0,66,24,73,23,7.0710678118654755,7331.378232381692,1091
43395,0,0,74,19,71,25,6.708203932499369,4922.850896017291,974
44385,0,0,71,25,71,23,2.0,1445.229793073203,417
44805,0,0,71,23,64,20,7.615773105863909,5463.170272602834,744
52994,0,0,62,20,62,22,2.0,1458.519880417041,212
63958,0,0,72,39,79,26,14.7648230602334,9011.818187624696,2286
66269,1,0,79,26,74,31,7.0710678118654755,5702.79691151346,1233
67529,1,0,74,30,74,31,1.0,11928.703170323077,1981
69539,1,0,74,31,74,23,8.0,4671.776587765427,731
70289,1,0,74,23,70,27,5.656854249492381,6229.342250258864,899
71189,1,0,70,27,66,28,4.123105625617661,2450.414022304083,377
71579,1,0,66,28,67,25,3.1622776601683795,3548.0329922775504,772
72360,0,0,67,25,67,25,0.0,4963.248574193498,1110
73499,0,0,67,25,78,28,11.40175425099138,7282.04260778586,819
74340,0,0,78,28,74,19,9.848857801796104,7237.473215965326,1289
75839,0,0,74,20,74,33,13.0,9918.530127180353,1379
77219,0,0,74,33,79,30,5.830951894845301,11760.742443371577,1748
78990,0,0,79,30,75,21,9.848857801796104,7021.823541407661,1436
80429,0,0,75,21,63,16,13.0,8555.680589169197,968
81809,0,0,60,16,66,20,7.211102550927978,5118.760649997512,714
82530,0,0,66,20,73,26,9.219544457292887,9268.287310865624,1508
85110,0,1,78,24,79,30,6.082762530298219,3897.2743188395743,750
5815,0,1,74,37,66,20,18.788294228055936,11343.148524027076,1340
7465,0,1,68,21,73,27,7.810249675906654,5271.121370820827,1630
9125,0,1,73,27,72,36,9.055385138137417,5815.902727053345,622
9755,0,1,72,36,67,21,15.811388300841896,9951.686411748751,941
25920,1,0,12,40,34,21,29.068883707497267,15560.505477520055,2322
28258,1,0,34,21,37,17,5.0,3730.446342381045,562
28828,1,0,37,17,40,30,13.341664064126334,24584.35315380406,3343
32218,1,0,40,30,58,17,22.20360331117452,20329.426840589625,3402
35643,0,0,58,17,66,21,8.94427190999916,6048.305282783713,977
37023,0,0,66,19,56,37,20.591260281974,11926.839566451628,1440
38613,0,0,56,37,65,41,9.848857801796104,8871.913915251931,1342
48775,0,0,75,22,76,22,1.0,2931.331325323837,703
49494,0,0,76,22,74,19,3.605551275463989,6150.05449000077,1051
50724,0,0,74,20,73,27,7.0710678118654755,4642.10666921868,998
51745,0,0,73,27,75,29,2.8284271247461903,3946.000135069168,652
52417,0,0,75,29,80,37,9.433981132056603,7669.108083492199,1019
53437,0,0,80,37,78,26,11.180339887498949,10466.09137955647,1998
55447,0,0,78,26,77,23,3.1622776601683795,2375.384452579196,471
55928,0,0,77,23,74,20,4.242640687119285,2778.2236594746605,679
57518,0,0,72,21,76,22,4.123105625617661,2627.059929934116,671
58208,0,0,76,22,77,22,1.0,14047.04141952427,3561
61778,0,0,77,22,75,19,3.605551275463989,1879.321221388706,390
62677,0,0,74,22,71,25,4.242640687119285,3295.6637685715755,805
63487,0,0,71,25,74,21,5.0,3489.6509799243854,985
64748,0,0,76,21,74,22,2.23606797749979,2421.0033976808445,779
65528,1,0,74,22,75,20,2.23606797749979,2887.996503387565,819
66368,1,0,75,20,85,26,11.661903789690601,7261.398524668954,1365
69218,1,0,77,22,77,29,7.0,5274.693713211474,1267
70508,1,0,77,29,76,26,3.1622776601683795,2350.1317555874307,729
71259,1,0,76,26,75,25,1.4142135623730951,1794.0810299174375,474
71738,1,0,75,25,59,36,19.4164878389476,18168.94358825812,1841
73598,0,0,59,36,55,43,8.06225774829855,5463.118968182838,939
74569,0,0,55,43,57,38,5.385164807134504,3616.868216770565,885
75459,0,0,57,38,61,39,4.123105625617661,1850.6357150461329,449
76208,0,0,59,38,55,38,4.0,3421.3595531990704,937
77168,0,0,55,38,57,22,16.1245154965971,11347.538347240115,1309
78489,0,0,57,22,64,15,9.899494936611665,6002.793159213243,927
79419,0,0,64,15,61,18,4.242640687119285,3011.129903564675,599
80469,0,0,61,16,54,21,8.602325267042627,6982.96053968928,924
81399,0,0,54,21,51,42,21.213203435596427,14667.605061716067,1615
83019,0,1,51,42,61,42,10.0,7684.552127615747,1124
84158,0,1,61,42,63,37,5.385164807134504,2689.971171930333,535
84699,0,1,63,37,49,17,24.413111231467404,16907.93538941673,1303
1104,0,1,75,21,27,29,48.662100242385755,34909.6029342454,2453
3565,0,1,27,29,61,35,34.52535300326414,28704.876045846555,2791
6385,0,1,61,35,35,16,32.202484376209235,23552.44128802192,2185
8595,0,1,35,15,63,17,28.071337695236398,16889.358920646646,1765
19946,0,1,56,17,65,17,9.0,5310.018536224099,1600
21574,0,1,65,17,65,16,1.0,7499.24818364478,2058
29249,1,0,60,21,63,22,3.1622776601683795,2787.8260603698145,721
29999,1,0,63,22,63,20,2.0,1774.3731137695663,494
30510,1,0,63,20,63,18,2.0,5011.334901727931,1394
31920,1,0,63,18,61,19,2.23606797749979,1795.3799291125724,496
32429,0,0,61,19,54,20,7.0710678118654755,4323.016724648271,793
33239,0,0,54,20,60,22,6.324555320336759,6879.602445159787,2242
35580,0,0,61,23,36,21,25.079872407968907,15096.481926586775,2428
38010,0,0,36,21,63,20,27.018512172212592,18348.733664235315,1239
39270,0,0,63,20,57,23,6.708203932499369,4023.8954868698606,755
40050,0,0,57,23,64,16,9.899494936611665,6512.377981234694,2070
42150,0,0,64,16,12,40,57.271284253105414,36770.77783071216,2129
52485,0,0,64,16,76,27,16.278820596099706,9860.25348734441,3176
55665,0,0,76,27,75,44,17.029386365926403,16115.78338627873,1713
57405,0,0,75,44,76,27,17.029386365926403,16111.3490694774,1761
59175,0,0,76,27,78,30,3.605551275463989,3167.3652792847347,958
60134,0,0,78,30,75,29,3.1622776601683795,2375.6123804587723,612
60765,0,0,75,28,75,22,6.0,3342.70497471878,440
61815,0,0,74,19,63,16,11.40175425099138,10928.671534216775,1710
63945,0,0,62,15,62,20,5.0,49059.24865749234,3668
67635,1,0,62,20,61,19,1.4142135623730951,1537.4927681003296,531
68175,1,0,61,19,59,17,2.8284271247461903,6632.747682799377,1375
69555,1,0,59,17,62,20,4.242640687119285,2692.510481294205,559
71321,1,0,59,17,60,18,1.4142135623730951,5185.72581242223,1311
72642,0,0,60,18,60,16,2.0,5293.453818489317,832
73481,0,0,60,16,60,27,11.0,5947.450905053042,1187
74681,0,0,60,27,33,16,29.154759474226502,17398.885131464584,1445
76151,0,0,33,16,36,16,3.0,3145.7155925330408,638
76812,0,0,36,17,34,21,4.47213595499958,4586.762119679281,668
77501,0,0,34,21,33,17,4.123105625617661,3791.1032676752448,617
78131,0,0,33,17,15,43,31.622776601683793,20579.837544346705,1838
79992,0,0,15,43,65,16,56.824290580701486,40899.079573679606,2630
83311,0,1,73,21,56,18,17.26267650163207,11996.313686120442,1101
84781,0,1,58,17,63,19,5.385164807134504,4846.032889963786,604
85411,0,1,63,19,60,26,7.615773105863909,6028.709382140839,601
545,0,1,56,18,60,24,7.211102550927978,7373.515791828199,1263
1835,0,1,60,24,64,24,4.0,4595.170696577022,1531
3393,0,1,64,24,83,26,19.1049731745428,11017.181873720636,1159
8121,0,1,77,23,32,21,45.044422518220834,29079.06701519334,2603
10751,0,1,32,21,83,37,53.45091205957107,45747.43454873745,5940
16718,0,1,83,36,70,27,15.811388300841896,10301.19311472318,1106
17828,0,1,70,27,74,19,8.94427190999916,11354.24948648666,2847
30643,1,0,62,46,12,40,50.35871324805669,38225.95903767226,2887
33554,0,0,12,40,34,14,34.058772731852805,29757.96748653585,4818
38373,0,0,34,14,32,19,5.385164807134504,4173.162102208262,1007
39392,0,0,32,19,39,13,9.219544457292887,9471.31426225971,1074
40473,0,0,39,13,73,21,34.92849839314596,24644.974545899317,2673
46603,0,0,74,21,73,26,5.0990195135927845,4568.852687430011,735
47365,0,0,73,26,46,21,27.459060435491963,34791.64636862261,4963
52345,0,0,46,21,42,22,4.123105625617661,3009.120666062693,420
52767,0,0,42,22,12,40,34.9857113690718,28231.16399999775,3375
56156,0,0,12,40,59,17,52.32590180780452,31987.71024199617,3546
59724,0,0,59,17,69,20,10.44030650891055,5920.249957138432,957
60891,0,0,70,21,64,20,6.082762530298219,5124.401654502843,1739
62631,0,0,64,20,71,21,7.0710678118654755,4161.698203106455,1411
66081,1,0,75,35,44,21,34.0147027033899,21279.54389470049,5283
71365,1,0,44,21,26,27,18.973665961010276,12025.435468108508,1559
72926,0,0,26,27,35,21,10.816653826391969,6288.190621333812,1563
74968,0,0,36,17,74,20,38.118237105091836,23761.86277850421,3681
78658,0,0,74,20,85,26,12.529964086141668,7013.23069035637,875
79558,0,0,85,26,75,22,10.770329614269007,7118.90228355464,901
80488,0,0,75,22,69,25,6.708203932499369,4424.530989960153,607
81118,0,0,70,25,86,26,16.0312195418814,12274.250494595091,1638
83338,0,1,88,25,88,24,1.0,2659.4745371273034,369
83728,0,1,88,24,68,20,20.396078054371138,10599.8503318356,2310
403,0,1,102,57,103,62,5.0990195135927845,3535.662124219973,982
27691,1,0,101,57,99,52,5.385164807134504,3629.8671685860177,615
28309,1,0,99,52,94,64,13.0,8425.161463857887,1573
29894,1,0,94,64,100,60,7.211102550927978,5815.743438479125,955
30867,1,0,100,60,101,67,7.0710678118654755,10724.351218743412,2876
33747,0,0,101,67,98,59,8.54400374531753,5109.768108268312,894
34649,0,0,98,59,93,58,5.0990195135927845,6857.673807758731,881
35540,0,0,93,58,96,47,11.40175425099138,7970.975035552616,1332
36890,0,0,96,47,105,62,17.4928556845359,9548.989218139815,1605
38506,0,0,106,62,101,67,7.0710678118654755,4386.477364310369,947
39461,0,0,101,67,98,62,5.830951894845301,4339.119437589045,932
40404,0,0,98,62,100,64,2.8284271247461903,2648.8493630799107,443
40850,0,0,100,64,96,68,5.656854249492381,5988.48748577127,1449
46679,0,0,108,65,102,60,7.810249675906654,4540.781010025382,1273
47958,0,0,102,60,106,61,4.123105625617661,2686.3712135041105,500
48462,0,0,106,61,98,63,8.246211251235321,5369.302475671034,1053
49522,0,0,98,63,99,61,2.23606797749979,1492.7373116772535,490
50025,0,0,99,61,98,63,2.23606797749979,1282.0600006863997,401
50428,0,0,98,63,97,56,7.0710678118654755,4307.747455150179,675
51109,0,0,97,56,101,62,7.211102550927978,3993.3334172253344,618
52682,0,0,103,62,97,63,6.082762530298219,4540.277380740623,802
53496,0,0,97,63,106,62,9.055385138137417,6985.168074769425,1082
54582,0,0,106,62,108,63,2.23606797749979,5030.646916536439,1740
56331,0,0,108,63,97,63,11.0,6832.635903755933,1645
58015,0,0,97,63,96,51,12.041594578792296,7400.299580158267,965
58984,0,0,96,51,58,55,38.2099463490856,38522.28760622889,6707
66067,1,0,56,53,57,49,4.123105625617661,4723.444188024686,1684
67752,1,0,57,49,59,57,8.246211251235321,5055.687480078538,1552
69319,1,0,59,57,61,58,2.23606797749979,2260.4677938357017,330
69669,1,0,62,58,84,60,22.090722034374522,11477.909303422735,2072
71754,1,0,84,60,96,62,12.165525060596439,6721.678382005918,1316
73122,0,0,96,62,100,60,4.47213595499958,2756.957128405661,554
73696,0,0,100,60,106,63,6.708203932499369,4530.579283167601,1177
74889,0,0,106,63,101,67,6.4031242374328485,5270.630365657771,1142
76039,0,0,101,67,108,65,7.280109889280518,4199.730979865356,733
76782,0,0,108,65,99,48,19.235384061671343,15255.607721515731,3419
80203,0,0,99,48,102,61,13.341664064126334,14241.875270770355,2347
82563,0,0,102,61,98,63,4.47213595499958,3806.6157109844735,666
83234,0,1,98,63,98,60,3.0,3402.7475070565624,515
83761,0,1,98,60,101,62,3.605551275463989,6104.768165326931,1495
27408,1,0,74,19,65,17,9.219544457292887,10123.905561286112,1523
28941,1,0,65,17,26,13,39.20459156782532,31054.65914990965,5150
37826,0,0,32,9,37,16,8.602325267042627,4908.6513981993485,1531
39368,0,0,37,16,48,18,11.180339887498949,9722.891741839674,1447
40825,0,0,48,18,39,13,10.295630140987,8490.638745091283,732
43115,0,0,28,10,33,19,10.295630140987,5496.551654400347,1848
48360,0,0,97,22,73,22,24.0,14285.684032980658,1653
50023,0,0,73,22,76,34,12.36931687685298,8899.77934455684,1243
51275,0,0,76,34,74,21,13.152946437965905,9392.644704683,1709
52995,0,0,74,21,61,17,13.601470508735444,8920.545938920663,2205
57362,0,0,85,27,74,19,13.601470508735444,8046.168135999091,1907
59280,0,0,74,19,74,25,6.0,4297.931994652221,1083
60374,0,0,74,25,62,22,12.36931687685298,12809.382717411156,2061
62445,0,0,62,22,78,29,17.46424919657298,11875.082781494284,3114
66279,1,0,79,26,76,26,3.0,3747.941364836825,1261
74029,0,0,62,20,65,19,3.1622776601683795,4115.823728784352,833
76710,0,0,35,18,45,23,11.180339887498949,7742.818810545983,1050
77771,0,0,45,23,56,18,12.083045973594572,9165.866693269005,1978
81009,0,0,56,18,61,16,5.385164807134504,3073.9557623330443,709
81729,0,0,61,16,59,18,2.8284271247461903,3713.380491722219,762
82501,0,0,59,18,54,19,5.0990195135927845,4649.711635012737,696
83208,0,1,54,19,48,20,6.082762530298219,4869.069420534258,648
83876,0,1,48,20,51,22,3.605551275463989,2663.378008212432,471
84358,0,1,51,22,59,26,8.94427190999916,5929.8617949236,570
85030,0,1,58,26,68,22,10.770329614269007,6748.690798528561,830
535,0,1,76,25,62,40,20.518284528683193,18706.628440097888,1799
2344,0,1,62,40,56,25,16.15549442140351,9589.955291732103,1897
5888,0,1,60,17,70,27,14.142135623730951,14038.934378802038,2378
12789,0,1,73,21,60,24,13.341664064126334,10880.28506457231,3313
42820,0,0,62,23,60,19,4.47213595499958,2616.872740467896,465
45524,0,0,61,21,66,25,6.4031242374328485,4575.097122145921,691
47959,0,0,79,23,75,20,5.0,3013.182462299773,612
58607,0,0,45,21,74,22,29.017236257093817,14935.547846622634,2628
68426,1,0,65,16,73,36,21.540659228538015,17435.49741583147,5387
73815,0,0,73,36,67,22,15.231546211727817,18005.25656796449,5722
79555,0,0,67,22,72,29,8.602325267042627,5658.15604825452,869
81685,0,0,60,25,74,21,14.560219778561036,15505.732652579274,2802
11,0,1,74,19,65,16,9.486832980505138,8103.65129135666,1573
1601,0,1,65,16,75,20,10.770329614269007,6559.206641929156,805
3069,0,1,74,29,71,21,8.54400374531753,4821.622792962737,1056
4133,0,1,71,21,32,19,39.05124837953327,23640.815043410148,5648
9794,0,1,32,19,44,24,13.0,37421.80332905986,2701
28355,1,0,62,20,55,20,7.0,4451.691765743383,1261
29619,1,0,55,20,61,21,6.082762530298219,5665.262675536594,1330
30965,1,0,61,21,68,21,7.0,6301.073134121428,1181
32161,1,0,68,21,67,23,2.23606797749979,2504.972633694135,792
32960,0,0,67,23,57,19,10.770329614269007,6908.730740626024,1317
34282,0,0,57,19,72,25,16.15549442140351,11406.272763445875,1931
36227,0,0,72,25,74,19,6.324555320336759,3453.725442214697,912
39254,0,0,73,21,12,40,63.89053137985315,40407.60087569381,2369
41627,0,0,12,40,60,21,51.62363799656123,29271.917783941983,5334
47503,0,0,61,20,60,17,3.1622776601683795,2055.400635891571,445
49442,0,0,59,18,40,20,19.1049731745428,13500.472060680404,1258
50720,0,0,40,21,34,18,6.708203932499369,4068.0091013918254,1215
53636,0,0,32,20,39,23,7.615773105863909,4618.77836461923,1148
54803,0,0,39,23,38,19,4.123105625617661,2133.5364944179387,537
55348,0,0,38,19,41,21,3.605551275463989,2096.863010007869,583
56376,0,0,39,22,40,18,4.123105625617661,3184.638447910308,602
56998,0,0,40,18,53,47,31.78049716414141,22287.15864200985,2661
59675,0,0,53,47,62,20,28.460498941515414,18796.93801851949,2387
62072,0,0,62,20,61,16,4.123105625617661,3594.486017689249,624
62701,0,0,61,16,56,17,5.0990195135927845,4431.905995952537,919
65588,1,0,63,22,65,17,5.385164807134504,3625.309221872606,1253
71390,1,0,56,17,55,19,2.23606797749979,3862.061683476609,1206
72602,0,0,56,19,56,18,1.0,2598.9746992819064,763
75526,0,0,55,24,27,28,28.284271247461902,22809.522158823143,2155
77687,0,0,27,28,61,20,34.92849839314596,25599.85275426363,3183
80903,0,0,61,20,47,20,14.0,8257.017557531424,915
81832,0,0,47,20,33,48,31.304951684997057,18008.214553232552,1996
28233,1,0,44,26,40,17,9.848857801796104,5983.885961014256,914
29945,1,0,34,22,39,25,5.830951894845301,3470.523644445838,1141
33288,0,0,34,19,32,17,2.8284271247461903,1627.3557276410115,474
33891,0,0,32,17,37,23,7.810249675906654,4225.883239860515,828
34907,0,0,37,21,37,23,2.0,4095.9005081784494,990
36022,0,0,39,23,49,18,11.180339887498949,11911.082247983157,1723
39332,0,0,43,22,51,20,8.246211251235321,5257.573675187804,637
41475,0,0,64,28,67,21,7.615773105863909,5776.507745643201,1021
42644,0,0,70,21,71,35,14.035668847618199,8450.337680767801,1235
44013,0,0,72,36,55,35,17.029386365926403,13584.051780678416,1452
45797,0,0,55,36,75,19,26.248809496813376,17937.154904841496,1946
50424,0,0,63,17,65,24,7.280109889280518,6673.999155523686,1187
51734,0,0,67,24,61,25,6.082762530298219,5398.677719710447,1116
53024,0,0,63,26,67,22,5.656854249492381,3145.4465855570943,781
54479,0,0,64,22,66,25,3.605551275463989,1984.1069282302865,596
55341,0,0,69,25,59,15,14.142135623730951,11153.208169503258,1060
62149,0,0,58,39,57,42,3.1622776601683795,3007.904177146395,781
63088,0,0,58,43,56,20,23.08679276123039,14788.896593596077,1742
64943,1,0,56,19,47,25,10.816653826391969,8515.536111711966,1991
68591,1,0,55,19,47,25,10.0,6026.3742364270165,715
69431,1,0,46,26,35,20,12.529964086141668,7302.321810585763,1400
71684,1,0,35,23,28,60,37.656340767525464,26584.083569294693,2001
73826,0,0,29,61,15,37,27.784887978899608,29245.217080654897,3616
77616,0,0,12,40,49,20,42.05948168962618,26433.232378772504,2916
80694,0,0,48,20,57,38,20.12461179749811,11732.194981365015,1868
84825,0,1,59,17,77,23,18.973665961010276,11402.658698786898,1564
26,0,1,60,56,62,49,7.280109889280518,7904.352235970778,1344
1480,0,1,60,50,56,36,14.560219778561036,8077.13808857228,1296
2852,0,1,55,36,56,39,3.1622776601683795,3642.593842592687,1037
3908,0,1,56,39,58,35,4.47213595499958,3415.027285509903,715
